ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Number
sout2877,South Watut,,-7.03751,146.409,sout2877,,895
buga1250,Bugawac,,-6.67519,147.32,buga1250,,896
yabe1254,Yabem,,-6.67052,147.81,yabe1254,,897
kela1255,Kela (Papua New Guinea),,-7.47103,147.173,kela1255,,898
kapi1250,Kapin,,-7.05732,146.529,kapi1250,,899
mang1404,Mangga Buang,,-6.99891,146.685,mang1404,,900
mapo1242,Mapos Buang,,-6.86672,146.774,mapo1242,,901
damb1246,Dambi,,-7.00587,146.474,damb1246,,902
kuma1278,Kumalu,,-7.1135,146.57,kuma1278,,903
gora1262,Gorakor,,-6.85564,146.579,gora1262,,904
pate1247,Patep,,-6.91988,146.639,pate1247,,905
zena1237,Zenag,,-6.93858,146.546,zena1237,,906
piuu1237,Piu,,-6.96694,146.455,piuu1237,,907
vehe1237,Vehes,,-6.92151,146.895,vehe1237,,908
hote1245,Hote,,-7.07708,146.869,hote1245,,909
yama1260,Yamap,,-7.05687,146.817,yama1260,,910
iwal1237,Iwal,,-7.20938,146.983,iwal1237,,911
numb1247,Numbami,,-7.52806,147.298,numb1247,,912
mais1250,Maisin,,-9.22853,148.731,mais1250,,913
aree1239,Are,,-9.67147,149.999,aree1239,,914
doga1238,Doga,,-9.63698,149.841,doga1238,,915
arif1239,Arifama-Miniafia,,-9.15565,149.246,arif1239,,916
gapa1238,Gapapaiwa,,-9.73317,149.854,gapa1238,,917
ghay1237,Ghayavi,,-10.011,149.84,ghay1237,,918
kani1281,Kaninuwa,,-9.23148,150.253,kani1281,,919
ubir1237,Ubir,,-9.59044,149.396,ubir1237,,920
mina1269,Minaveha,,-9.59922,150.501,mina1269,,921
gwed1239,Gweda,,-10.2173,150.421,gwed1239,,922
haig1237,Haigwai,,-10.2741,150.256,haig1237,,923
maiw1249,Maiwala,,-10.3282,150.33,maiw1249,,924
taup1242,Taupota,,-10.2275,150.373,taup1242,,925
waem1237,Wa'ema,,-10.2897,150.398,waem1237,,926
tawa1275,Tawala,,-10.3115,150.644,tawa1275,,927
weda1241,Wedau,,-10.1246,150.172,weda1241,,928
yaka1275,Yakaikeke,,-10.0852,149.982,yaka1275,,929
dawa1242,Dawawa,,-10.1692,149.999,dawa1242,,930
kaka1267,Kakabai,,-10.2976,150.027,kaka1267,,931
anuk1239,Anuki,,-9.6692,149.822,anuk1239,,932
bwai1242,Bwaidoka,,-9.51158,150.297,bwai1242,,933
idun1242,Iduna,,-9.34361,150.24,idun1242,,934
diod1237,Diodio,,-9.38654,150.168,diod1237,,935
iama1237,Iamalele,,-9.45005,150.573,iama1237,,936
maia1251,Maiadomu,,-9.47132,150.76,maia1251,,937
kolu1245,Koluwawa,,-9.42742,150.462,kolu1245,,938
moli1248,Molima,,-9.57457,150.614,moli1248,,939
guma1254,Gumawana,,-9.28497,150.762,guma1254,,940
bose1237,Boselewa,,-9.44763,150.693,bose1237,,941
gale1257,Galeya,,-9.54137,150.836,gale1257,,942
buna1276,Bunama,,-10.0761,151.066,buna1276,,943
mwat1237,Mwatebu,,-10.0271,151.066,mwat1237,,944
dobu1241,Dobu,,-9.63239,150.825,dobu1241,,945
duau1237,Duau,,-10.187,151.218,duau1237,,946
sewa1251,Sewa Bay,,-10.0277,150.956,sewa1251,,947
unub1234,Unubahe,,-10.3652,150.2683,unub1234,,948
waga1268,Wagawaga,,-10.41792,150.37814,waga1268,,949
buhu1237,Buhutu,,-10.5074,150.18,buhu1237,,950
sali1295,Saliba,,-10.6148,150.727,sali1295,,951
suau1242,Suau,,-10.6606,150.21,suau1242,,952
oyao1237,Oya'oya,,-10.5392,150.658,oyao1237,,953
auhe1237,'Auhelawa,,-10.0959,151.002,auhe1237,,954
bwan1241,Bwanabwana,,-10.6599,151.034,bwan1241,,955
abad1241,Abadi,,-9.03389,146.992,abad1241,,956
motu1246,Motu,,-9.67492,147.424,motu1246,,957
kuni1263,Kuni,,-8.66368,146.874,kuni1263,,958
lala1268,Lala,,-8.93195,146.749,lala1268,,959
meke1243,Mekeo,,-8.23853,146.586,meke1243,,960
tour1243,Toura (Papua New Guinea),,-9.10008,146.988,tour1243,,961
waim1251,Waima,,-8.67145,146.544,waim1251,,962
hula1239,Hula,,-9.99427,147.705,hula1239,,963
keap1239,Keapara,,-10.1342,147.95,keap1239,,964
sina1266,Sinaugoro,,-9.79791,147.861,sina1266,,965
bina1271,Bina (Papua New Guinea),,-10.2667,149.661,bina1271,,966
mago1248,Magori,,-10.2321,149.26,mago1248,,967
yoba1237,Yoba,,-10.2167,149.283,yoba1237,,968
ouma1237,Ouma,,-10.2288,149.101,ouma1237,,969
budi1249,Budibud,,-9.29802,153.689,budi1249,,970
kili1267,Kilivila,,-8.72574,151.072,kili1267,,971
muyu1244,Muyuw,,-9.195,152.731,muyu1244,,972
misi1243,Misima-Paneati,,-10.6821,152.696,misi1243,,973
nimo1246,Nimoa,,-11.2297,153.158,nimo1246,,974
sude1239,Sudest,,-11.5229,153.488,sude1239,,975
unea1237,Uneapa,,-4.89383,149.141,unea1237,,976
bola1250,Bola,,-5.55792,150.095,bola1250,,977
bulu1253,Bulu (Papua New Guinea),,-5.06134,150.101,bulu1253,,978
mudu1242,Muduapa,,-4.69751,149.489,mudu1242,,979
mera1242,Meramera,,-4.97468,151.528,mera1242,,980
naka1262,Nakanai,,-5.59931,150.888,naka1262,,981
tomo1244,Tomoip,,-5.30721,151.828,tomo1244,,982
tung1290,Tungag,,-2.52188,150.198,tung1290,,983
tiga1245,Tigak,,-2.70951,150.893,tiga1245,,984
tian1237,Tiang,,-2.95505,150.935,tian1237,,985
kara1486,Kara (Papua New Guinea),,-2.81957,151.111,kara1486,,986
laku1238,Lakuramau,,-2.883333,151.25,laku1238,,987
nali1244,Nalik,,-2.94411,151.332,nali1244,,988
nots1237,Notsi,,-3.0557,151.661,nots1237,,989
mand1440,Mandara,,-2.7828,151.956,mand1440,,990
lihi1237,Lihir,,-3.18895,152.606,lihi1237,,991
lava1239,Lavatbura-Lamusong,,-3.21903,151.728,lava1239,,992
baro1253,Barok,,-3.47672,152.193,baro1253,,993
mada1285,Madak,,-3.34342,151.967,mada1285,,994
gura1254,Guramalum,,-4.26666,152.933,gura1254,,995
kuan1248,Kuanua,,-4.30986,152.114,kuan1248,,996
mini1251,Minigir,,-4.31803,152.005,mini1251,,997
patp1243,Patpatar,,-3.74711,152.493,patp1243,,998
bilu1244,Bilur,,-4.39732,152.334,bilu1244,,999
labe1239,Label,,-4.46971,152.678,labe1239,,1000
kand1301,Kandas,,-4.3652,152.781,kand1301,,1001
ramo1244,Ramoaaina,,-4.17306,152.451,ramo1244,,1002
siar1238,Siar-Lak,,-4.62059,152.892,siar1238,,1003
surs1246,Sursurunga,,-3.99078,152.768,surs1246,,1004
kono1269,Konomala,,-4.16184,152.87,kono1269,,1005
tang1348,Tangga,,-4.08824,153.611,tang1348,,1006
hako1237,Hakö,,-5.06832,154.594,hako1237,,1007
hali1244,Halia,,-5.26603,154.662,hali1244,,1008
peta1245,Petats,,-5.34068,154.593,peta1245,,1009
sapo1253,Saposa,,-5.64103,154.732,sapo1253,,1010
haho1237,Hahon,,-5.59031,154.801,haho1237,,1011
teop1238,Teop,,-5.67474,154.971,teop1238,,1012
tinp1237,Tinputz,,-5.58358,154.972,tinp1237,,1013
neha1247,Nehan,,-4.56875,154.2,neha1247,,1014
papa1265,Papapana,,-5.92283,155.289,papa1265,,1015
solo1257,Solos,,-5.41042,154.624,solo1257,,1016
bann1247,Bannoni,,-6.23061,155.128,bann1247,,1017
lawu1237,Lawunuia,,-6.15201,155.129,lawu1237,,1018
mono1273,Mono-Alu,,-7.05102,155.76,mono1273,,1019
tora1259,Torau,,-6.19922,155.496,tora1259,,1020
urua1242,Uruava,,-6.23314,155.573,urua1242,,1021
riri1237,Ririo,,-6.88927,156.92,riri1237,,1022
baba1268,Babatana,,-7.22281,157.149,baba1268,,1023
sisi1250,Sisiqa,,-7.0,156.83,sisi1250,,1024
vagh1249,Vaghua,,-6.68712,156.542,vagh1249,,1025
vari1239,Varisi,,-6.83443,156.655,vari1239,,1026
maro1244,Marovo,,-8.37943,157.747,maro1244,,1027
vang1243,Vangunu,,-8.66826,157.997,vang1243,,1028
hoav1238,Hoava,,-8.19679,157.595,hoav1238,,1029
kusa1251,Kusaghe-Njela,,-8.04056,157.463,kusa1251,,1030
rovi1238,Roviana,,-8.20493,157.408,rovi1238,,1031
ughe1237,Ughele,,-8.45725,157.341,ughe1237,,1032
kazu1245,Kazukuru,,-8.23886,157.687,kazu1245,,1033
duke1237,Duke,,-7.97768,157.064,duke1237,,1034
ghan1242,Ghanongga,,-8.02035,156.552,ghan1242,,1035
lung1249,Lungga,,-8.17469,156.573,lung1249,,1036
simb1256,Simbo,,-8.26947,156.541,simb1256,,1037
lagh1246,Laghu,,-8.00509,158.961,lagh1246,,1038
zaba1237,Zabana,,-7.74311,158.753,zaba1237,,1039
koko1269,Kokota,,-8.16481,159.191,koko1269,,1040
blab1237,Blablanga,,-8.15058,159.419,blab1237,,1041
zaza1245,Zazao,,-8.18719,159.255,zaza1245,,1042
chek1238,Cheke Holo,,-8.27055,159.625,chek1238,,1043
gaoo1237,Gao,,-8.35163,159.789,gaoo1237,,1044
bugh1239,Bughotu,,-8.47948,159.802,bugh1239,,1045
gela1263,Gela,,-9.04587,160.186,gela1263,,1046
ghar1239,Ghari,,-9.4791,159.917,ghar1239,,1047
leng1259,Lengo,,-9.56425,160.42,leng1259,,1048
mala1484,Malango,,-9.61383,160.118,mala1484,,1049
tali1259,Talise,,-9.76764,160.231,tali1259,,1050
bira1254,Birao,,-9.73716,160.52,bira1254,,1051
long1395,Longgu,,-9.75258,160.663,long1395,,1052
gula1270,Gula'alaa,,-8.74742,161.023,gula1270,,1053
kwai1243,Kwaio,,-8.93744,160.965,kwai1243,,1054
kwar1239,Kwara'ae,,-8.75779,160.804,kwar1239,,1055
baeg1237,Baeggu,,-8.49014,160.771,baeg1237,,1056
bael1237,Baelelea,,-8.41627,160.721,bael1237,,1057
fata1245,Fataleka,,-8.59041,160.861,fata1245,,1058
lauu1247,Lau,,-8.51018,160.872,lauu1247,,1059
toab1237,To'abaita,,-8.39233,160.619,toab1237,,1060
wala1266,Wala,,-8.81936,160.741,wala1266,,1061
area1240,'Are'are,,-9.20699,161.158,area1240,,1062
dori1246,Dori'o,,-9.11536,160.897,dori1246,,1063
oroh1237,Oroha,,-9.7386,161.513,oroh1237,,1064
saaa1240,Sa'a,,-9.60258,161.467,saaa1240,,1065
aros1241,Arosi,,-10.2441,161.432,aros1241,,1066
baur1252,Bauro,,-10.5826,161.863,baur1252,,1067
faga1239,Fagani,,-10.4479,161.662,faga1239,,1068
kahu1241,Kahua,,-10.6963,162.191,kahu1241,,1069
owaa1237,Owa,,-10.82553,162.30467,owaa1237,,1070
ayiw1239,Äiwoo,,-10.282595,166.328715,ayiw1239,,1071
nang1262,Nanggu,,-10.7441,165.887,nang1262,,1072
nalo1235,Nalögo,,-10.8,165.8,nalo1235,,1073
natu1246,Natügu,,-10.6771,165.835,natu1246,,1074
vano1237,Lovono,,-11.6107,166.7984,vano1237,,1075
tane1237,Tanema,,-11.68,166.97,tane1237,,1076
tean1237,Teanu,,-11.6752,166.868,tean1237,,1077
amba1266,Amba (Solomon Islands),,-11.2958,166.498,amba1266,,1078
asum1237,Asumboa,,-11.2969,166.499,asum1237,,1079
tani1255,Tanimbili,,-11.2975,166.507,tani1255,,1080
hiww1237,Hiw,,-13.126367,166.584857,hiww1237,,1081
loto1240,Lo-Toga,,-13.334872,166.634338,loto1240,,1082
leha1243,Lehali,,-13.5043,167.332,leha1243,,1083
leha1244,Lehalurup,,-13.542726,167.343342,leha1244,,1084
motl1237,Mwotlap,,-13.655015,167.706277,motl1237,,1085
mota1237,Mota,,-13.835361,167.690924,mota1237,,1086
leme1238,Lemerig,,-13.739697,167.420676,leme1238,,1087
vera1241,Vera'a,,-13.892528,167.428701,vera1241,,1088
vure1239,Vurës,,-13.905677,167.451412,vure1239,,1089
nume1241,Nume,,-14.230149,167.593474,nume1241,,1090
koro1308,Koro-Olrat,,-14.2943,167.467,koro1308,,1091
lako1245,Lakon,,-14.29899,167.429382,lako1245,,1092
weta1242,Dorig,,-14.366666,167.545897,weta1242,,1093
merl1237,Merlav,,-14.450679,168.053527,merl1237,,1094
mari1426,Sunwadia,,-14.970047,168.057941,mari1426,,1095
cent2058,Central Maewo,,-15.0784,168.135,cent2058,,1096
baet1237,Baetora,,-15.2574,168.159,baet1237,,1097
east2443,East Ambae,,-15.3523,167.89,east2443,,1098
west2513,West Ambae,,-15.4281,167.807,west2513,,1099
hano1246,Hano,,-15.5432,168.167,hano1246,,1100
noku1237,Nokuku,,-14.8974,166.603,noku1237,,1101
piam1242,Piamatsina,,-14.9959,166.738,piam1242,,1102
tasm1246,Tasmate,,-15.0792,166.664,tasm1246,,1103
valp1237,Valpei,,-14.712,166.606,valp1237,,1104
vuna1239,Vunapu,,-14.8477,166.691,vuna1239,,1105
tolo1255,Tolomako,,-15.1569,166.772,tolo1255,,1106
wusi1237,Kula (Vanuatu),,-15.2786,166.696,wusi1237,,1107
mere1242,Merei,,-15.2839,166.905,mere1242,,1108
navu1237,Navut,,-15.3169,166.798,navu1237,,1109
tial1239,Tiale,,-15.2334,166.842,tial1239,,1110
ambl1237,Amblong,,-15.5169,166.95,ambl1237,,1111
moro1286,Ande,,-15.3498,166.891,moro1286,,1112
nara1263,Narango,,-15.5259,167.047,nara1263,,1113
fort1240,Kiai,,-15.4484,166.931,fort1240,,1114
akei1237,Akei,,-15.6377,166.767,akei1237,,1115
wail1242,Ale,,-15.5656,166.902,wail1242,,1116
lore1244,Nethalp,,-15.334763,167.166325,lore1244,,1117
shar1244,Ngen,,-15.255284,167.138859,shar1244,,1118
mafe1237,Mafea,,-15.4316,167.241,mafe1237,,1119
tutu1241,Tutuba,,-15.580667,167.268889,tutu1241,,1120
butm1237,Farafi,,-15.3353,167.034,butm1237,,1121
polo1242,Polonombauk,,-15.4653,167.09,polo1242,,1122
tamb1253,Tambotalo,,-15.5004,167.139,tamb1253,,1123
aore1237,Aore,,-15.5753,167.166,aore1237,,1124
arak1252,Araki,,-15.632997,166.952542,arak1252,,1125
tang1347,Movono,,-15.5643,166.958,tang1347,,1126
rori1237,Mores,,-15.4048,166.843,rori1237,,1127
malo1243,Tamambo,,-15.6835,167.16,malo1243,,1128
saka1289,Wanohe,,-15.0757,167.051,saka1289,,1129
malu1245,Malua-Tepërav,,-15.9813,167.208,malu1245,,1130
mpot1241,Mpotovoro,,-15.8988,167.232,mpot1241,,1131
vaoo1237,Vao-Vovo,,-15.898299,167.309973,vaoo1237,,1132
nese1235,Nese,,-15.952608,167.222769,nese1235,,1133
lare1249,Larevat,,-16.1971,167.387,lare1249,,1134
litz1237,Naman,,-16.1331,167.415,litz1237,,1135
vinm1237,Neve'ei,,-16.2253,167.427,vinm1237,,1136
ling1265,Neverver,,-16.1986,167.499,ling1265,,1137
bign1238,Big Nambas,,-16.0903,167.239,bign1238,,1138
mara1399,Maragus,,-16.0695,167.33,mara1399,,1139
maee1241,Tirax,,-15.9914,167.288,maee1241,,1140
katb1237,Avava,,-16.2701,167.484,katb1237,,1141
dixo1238,Dixon Reef,,-16.3267,167.516,dixo1238,,1142
lete1241,Letemboi-Repanbitip,,-16.4339,167.566,lete1241,,1143
nasa1240,Nasarian,,-16.3497,167.414,nasa1240,,1144
navw1234,Navwien,,-16.502947,167.554419,navw1234,,1145
malf1237,Na'ahai,,-16.5499,167.509,malf1237,,1146
sout2857,Nahavaq,,-16.5116,167.477,sout2857,,1147
niti1249,Nitita,,-16.2,167.46,niti1249,,1148
vivt1234,Vivti,,-16.28,167.5,vivt1234,,1149
nati1244,Nati,,-16.468709,167.496054,nati1244,,1150
labo1244,Ninde,,-16.4291,167.442,labo1244,,1151
urip1239,Uripiv-Wala-Rano-Atchin,,-16.00951,167.34643,urip1239,,1152
rere1240,Rerep,,-16.2934,167.651,rere1240,,1153
unua1237,Unua,,-16.2638,167.599,unua1237,,1154
aulu1238,Aulua,,-16.3579,167.697,aulu1238,,1155
burm1263,Burmbar,,-16.41653,167.73124,burm1263,,1156
bwen1239,Bwenelang,,-16.338946,167.660849,bwen1239,,1157
mask1242,Maskelynes,,-16.5073,167.818,mask1242,,1158
nasv1234,Nasvang,,-16.458173,167.639563,nasv1234,,1159
nisv1234,Nisvai,,-16.41306,167.785556,nisv1234,,1160
avok1244,Avok,,-16.536653,167.773866,avok1244,,1161
axam1237,Axamb,,-16.4838,167.707,axam1237,,1162
port1285,Port Sandwich,,-16.4952,167.78,port1285,,1163
seke1241,Seke (Vanuatu),,-15.8839,168.197,seke1241,,1164
sowa1244,Sowa,,-15.82653,168.18653,sowa1244,,1165
apma1240,Apma,,-15.8559,168.189,apma1240,,1166
saaa1241,Sa,,-15.9534,168.228,saaa1241,,1167
nort2839,North Ambrym,,-16.1741,168.14,nort2839,,1168
sout2859,Southeast Ambrym,,-16.2975,168.211,sout2859,,1169
lonw1238,Lonwolwol,,-16.2286,168.016,lonw1238,,1170
orko1234,Orkon-Fanbak,,-16.210501,168.212109,orko1234,,1171
dalk1234,Dalkalaen,,-16.26246,167.93334,dalk1234,,1172
port1286,Daakie,,-16.3083,168.046,port1286,,1173
daka1243,Dakaka,,-16.2696,168.013,daka1243,,1174
paam1238,Paama,,-16.47548,168.23693,paam1238,,1175
baki1244,Baki,,-16.7096,168.165,baki1244,,1176
bier1244,Bierebo,,-16.6663,168.154,bier1244,,1177
bier1246,Bieria,,-16.7867,168.232,bier1246,,1178
maii1238,Maii,,-16.7388,168.211,maii1238,,1179
lame1260,Lamenu,,-16.6098,168.171,lame1260,,1180
lewo1242,Lewo,,-16.7612,168.334,lewo1242,,1181
lele1267,Lelepa,,-17.6042,168.202,lele1267,,1182
nort2836,North Efate,,-17.5774,168.375,nort2836,,1183
eton1255,Eton (Vanuatu),,-17.74,168.549,eton1255,,1184
sout2856,Nafsan,,-17.7006,168.377,sout2856,,1185
nama1268,Namakura,,-16.8979,168.569,nama1268,,1186
ifoo1237,Ifo,,-18.7668,169.007,ifoo1237,,1187
siee1239,Sie,,-18.8181,169.166,siee1239,,1188
urav1235,Ura (Vanuatu),,-18.6747,169.084,urav1235,,1189
lena1238,Lenakel,,-19.4763,169.261,lena1238,,1190
nort2847,North Tanna,,-19.3733,169.303,nort2847,,1191
whit1269,Whitesands,,-19.5019,169.381,whit1269,,1192
kwam1252,Kwamera,,-19.5954,169.442,kwam1252,,1193
sout2869,Southwest Tanna,,-19.57953,169.35603,sout2869,,1194
anei1239,Aneityum,,-20.1864,169.825,anei1239,,1195
dehu1237,Dehu,,-20.8892,167.229,dehu1237,,1196
iaai1238,Iaai,,-20.6301,166.59,iaai1238,,1197
neng1238,Nengone,,-21.5305,167.964,neng1238,,1198
caac1237,Caac,,-20.4114,164.578,caac1237,,1199
kuma1276,Nêlêmwa-Nixumwak,,-20.4035,164.193,kuma1276,,1200
yuag1237,Yuaga,,-20.5664,164.51,yuag1237,,1201
bala1316,Balade,,-20.25,164.2,bala1316,,1202
nyal1254,Belep,,-19.72,163.66,nyal1254,,1203
jawe1237,Jawe,,-20.6648,164.676,jawe1237,,1204
fwai1237,Fwâi,,-20.6873,164.901,fwai1237,,1205
nemi1240,Nemi,,-20.6791,164.797,nemi1240,,1206
pije1237,Pije,,-20.7824,164.942,pije1237,,1207
pwaa1237,Pwaamei,,-20.8442,164.77,pwaa1237,,1208
pwap1237,Pwapwa,,-20.8133,164.556,pwap1237,,1209
cemu1238,Cemuhî,,-20.8489,165.13,cemu1238,,1210
paic1239,Paicî,,-21.096,165.15,paic1239,,1211
bwat1240,Bwatoo,,-21.3777,165.076,bwat1240,,1212
haek1239,Haeke,,-21.0735,164.869,haek1239,,1213
have1241,Haveke,,-21.0249,164.753,have1241,,1214
hmwa1243,Hmwaveke,,-20.9246,164.768,hmwa1243,,1215
vama1243,Vamale,,-20.7708,165.04,vama1243,,1216
waam1236,Waamwang,,-20.5014,164.409,waam1236,,1217
ajie1238,Ajië,,-21.3029,165.468,ajie1238,,1218
arha1237,Arhâ,,-21.2866,165.273,arha1237,,1219
arho1237,Arhö,,-21.3183,165.161,arho1237,,1220
tiri1258,Tiri-Mea,,-21.8147,165.792,tiri1258,,1221
orow1242,Orowe,,-21.6269,165.473,orow1242,,1222
zire1240,Zire,,-21.6544,165.482,zire1240,,1223
neku1237,Neku,,-21.6524,165.578,neku1237,,1224
xara1244,Xârâcùù,,-21.7034,165.996,xara1244,,1225
xara1243,Xaragure,,-21.8223,166.376,xara1243,,1226
dumb1241,Dumbea,,-22.0947,166.531,dumb1241,,1227
nume1242,Numee,,-22.2689,166.705,nume1242,,1228
rotu1241,Rotuman,,-12.5008,177.066,rotu1241,,1229
namo1248,Namosi-Naitasiri-Serua,,-18.5308,177.637,namo1248,,1230
west2519,Western Viti Levu-Yasawas Fijian,,-17.8355,177.657,west2519,,1231
fiji1243,Fijian,,-18.0,178.33,fiji1243,,1232
loma1261,Lomaiviti,,-18.0001,179.306,loma1261,,1233
gone1237,Gone Dau,,-16.5886,178.599,gone1237,,1234
laua1243,Lauan,,-18.2131,-178.785,laua1243,,1235
tong1325,Tonga (Tonga Islands),,-21.17,-175.25,tong1325,,1236
niue1239,Niuean,,-19.06,-169.86,niue1239,,1237
east2447,East Futuna,,-14.278717,-178.137222,east2447,,1238
niua1240,Niuafo'ou,,-15.6014,-175.64,niua1240,,1239
niua1241,Niuatoputapu,,-15.957686,-173.778333,niua1241,,1240
wall1257,East Uvean,,-13.2903,-176.207,wall1257,,1241
samo1305,Samoan,,-13.92,-171.83,samo1305,,1242
toke1240,Tokelau,,-9.227642,-171.780833,toke1240,,1243
puka1242,Pukapuka,,-10.91,-165.83,puka1242,,1244
tuva1244,Tuvalu,,-8.520813,179.198088,tuva1244,,1245
west2516,West Uvean,,-20.4145,166.589,west2516,,1246
futu1245,Futuna-Aniwa,,-19.5303,170.215,futu1245,,1247
mele1250,Mele-Fila,,-17.6841,168.275,mele1250,,1248
emae1237,Emae,,-17.052,168.399,emae1237,,1249
tiko1237,Tikopia,,-12.2766,168.822,tiko1237,,1250
anut1237,Anuta,,-11.61,169.85,anut1237,,1251
pile1238,Vaeakau-Taumako,,-10.173335,166.247188,pile1238,,1252
renn1242,Rennell-Bellona,,-11.6237,160.265,renn1242,,1253
kapi1249,Kapingamarangi,,1.039166,154.797223,kapi1249,,1254
nuku1260,Nukuoro,,3.84,154.975,nuku1260,,1255
sika1261,Sikaiana,,-8.378194,162.72952,sika1261,,1256
onto1237,Luangiua,,-5.49029,159.701,onto1237,,1257
nuku1258,Nukumanu,,-4.576321,159.48537,nuku1258,,1258
taku1257,Takuu,,-4.773094,157.032085,taku1257,,1259
nuku1259,Nukuria,,-3.40038,154.731,nuku1259,,1260
maor1246,Maori,,-38.2881,176.541,maor1246,,1261
mori1267,Moriori,,-44.0,-176.5,mori1267,,1262
raro1241,Southern Cook Island Maori,,-21.23,-159.78,raro1241,,1263
raka1237,Rakahanga-Manihiki,,-10.03,-161.09,raka1237,,1264
penr1237,Māngarongaro,,-9.082238,-157.922908,penr1237,,1265
aust1304,Austral,,-23.3843,-149.462,aust1304,,1266
tahi1242,Tahitian,,-17.6485,-149.45,tahi1242,,1267
tuam1242,Tuamotuan,,-16.17259,-146.321755,tuam1242,,1268
rapa1245,Mangaia-Old Rapa,,-27.6304,-144.338,rapa1245,,1269
hawa1245,Hawaiian,,19.6297,-155.43,hawa1245,,1270
nort2845,North Marquesan,,-8.89412,-140.108,nort2845,,1271
sout2866,South Marquesan,,-9.75663,-138.979,sout2866,,1272
mang1401,Mangareva,,-23.1095,-134.97,mang1401,,1273
rapa1244,Rapanui,,-27.113,-109.342,rapa1244,,1274
